,站点地址,站点名称,站点编号,NODE_PARTY_ID,站点加盟日期,银行业务签约日期,签约银行,站点卡数,站点余额,卡均余额,村名,户数,总人口数,标签
987,山东省济宁市鱼台县王鲁镇史楼村,济宁市鱼台县滨湖街道史楼助农服务点,37080029.0,600005241,2015/1/4 0:00,2015/1/4 0:00,中国银行,0,0.0,\N,史楼村,456,1700,正式运营
1094,山东省淄博市临淄区皇城镇五路口村,淄博市临淄区皇城镇五路口村,37030077.0,600004770,2015/1/4 16:12,2015/1/4 16:12,中国银行,0,0.0,\N,五路口村,600,2000,正式运营
1156,山东省菏泽市定陶县张湾镇张湾村,菏泽市定陶县张湾乡张湾行政村助农服务点,37170049.0,600005073,2015/1/4 17:30,2015/1/4 17:30,中国银行,34,0.0,0,张湾村,600,2100,正式运营
1292,山东省烟台市招远市张星镇枣林姜家村,烟台市招远市张星镇枣林姜家助农服务点,37060180.0,600004369,2015/1/26 0:00,2015/1/5 9:04,中国银行,100,53066305.1,530663.051,枣林姜家村,200,600,正式运营
1710,山东省济宁市金乡县马庙镇杨庄村,济宁市金乡县鱼山镇杨庄村助农服务点,37080060.0,600005271,2015/1/6 0:00,2015/1/6 0:00,中国银行,1,1.61,1.61,杨庄村,555,2400,正式运营
1980,河北省唐山市滦县油榨镇柏店子东村,滦县油榨镇柏店子村,13020168.0,600006919,2015/1/8 8:16,2015/1/8 8:16,中国银行,270,0.0,0,柏店子村,900,3000,正式运营
1997,河北省沧州市黄骅市滕庄子乡孔店村,黄骅市滕庄子乡孔店村,13090186.0,600001773,2015/1/8 10:43,2015/1/8 10:43,中国银行,524,60500000.0,115458.0153,黄骅市滕庄子乡孔店村,400,2000,正式运营
2495,河北省沧州市沧县杜林回族乡韩正庄村,高新区韩正庄,13090233.0,600001791,2015/1/14 11:45,2015/1/14 11:45,中国银行,692,58980000.0,85231.21387,韩正庄,470,2000,正式运营
2497,河北省沧州市沧县高川乡南北村,沧县高川乡南北村,13090236.0,600001793,2015/1/14 11:52,2015/1/14 11:52,中国银行,2,6.0,3,南北村,400,2000,正式运营
2528,河北省唐山市唐海县三农场三农场场社区,唐山市利丰制衣有限公司,13020320.0,600006871,2015/1/14 0:00,2015/1/14 0:00,中国银行,34,0.0,0,三农场场部,1000,3000,正式运营
2631,甘肃省武威市凉州区松树乡松树村,凉州区松树乡松树村,62060012.0,600005692,2015/1/14 17:08,2015/1/14 17:08,中国银行,9,1.11,0.123333,松树村,400,2000,正式运营
2747,安徽省宿州市墉桥区宿州经济技术开发区李桥村,宿州埇桥区金海办事处李桥村助农服务点,34130001.0,600005777,2015/1/14 0:00,2015/1/14 0:00,中国银行,4670,75726032.83,16215.42459,李桥村,800,3000,正式运营
2956,山东省济宁市任城区唐口镇唐口村,济宁市任城区唐口镇唐口村助农服务点,37080080.0,600005291,2015/1/15 0:00,2015/1/15 0:00,中国银行,1,14.35,14.35,唐口村,3000,12000,正式运营
3120,贵州省贵阳市开阳县花梨乡花梨,利群烟社,52010019.0,600001334,2015/1/15 19:27,2015/1/15 19:27,贵阳银行,1,0.0,0,花梨镇,6800,28663,正式运营
3256,河北省秦皇岛市昌黎县朱各庄镇指挥村,昌黎县朱各庄镇指挥村,13030077.0,600002393,2015/1/17 15:59,2015/1/17 15:59,中国银行,9759,498060000.0,51035.9668,昌黎县朱各庄镇指挥村,500,10000,正式运营
3528,河南省信阳市市辖区游河乡三官村,游河乡惠农支付服务点,41150050.0,600003730,2015/3/8 23:22,2015/3/8 23:22,中国银行,2721,156073239.1,57358.77954,三官村,1000,5000,正式运营
3889,河北省石家庄市栾城县窦妪镇赵庄村,栾城区窦妪镇赵庄村,13010475.0,600001154,2015/8/19 20:00,2015/8/19 20:00,张家口银行,1,12.48,12.48,赵庄村,700,3000,正式运营
3938,河北省石家庄市鹿泉市上庄镇大车行村,鹿泉区上庄镇大车行村,13010566.0,600001215,2015/8/28 8:32,2015/8/28 8:32,张家口银行,1,1.17,1.17,大车行村,1300,6000,正式运营
3944,河北省石家庄市平山县平山镇北西焦村,平山县平山镇北西焦村,13010573.0,600001221,2015/9/1 9:40,2015/9/1 9:40,张家口银行,0,0.0,\N,北西焦村,400,1000,正式运营
3945,河北省石家庄市平山县平山镇烟堡村,平山县平山镇烟堡村,13010574.0,600001222,2015/9/1 9:44,2015/9/1 9:44,张家口银行,0,0.0,\N,烟堡村,1000,5000,正式运营
3963,河北省石家庄市平山县上三汲乡北七汲村,平山县三汲镇北七汲村,13010601.0,600001228,2015/9/7 14:37,2015/9/7 14:37,张家口银行,0,0.0,\N,北七汲村,450,1400,正式运营
3965,河北省石家庄市平山县两河乡胡村,平山县两河镇胡村,13010603.0,600001230,2015/9/7 14:47,2015/9/7 14:47,张家口银行,1,0.0,0,胡村,800,3000,正式运营
3975,河北省石家庄市平山县中古月镇甘秋村,平山县古月镇甘秋村,13010621.0,600001236,2015/9/10 9:18,2015/9/10 9:18,张家口银行,0,0.0,\N,甘秋村,250,1001,正式运营
3995,河北省石家庄市赵县高村乡猛公村,赵县高村乡猛公村,13010630.0,600002438,2015/9/11 12:21,2015/9/11 12:21,平安银行,29,47.46,1.636552,猛公村,700,3000,正式运营
4023,河北省石家庄市赵县范庄镇解家寨村,赵县范庄镇解家寨村,13010653.0,600002447,2015/9/15 12:28,2015/9/15 12:28,平安银行,25,0.0,0,解家寨村,900,3600,正式运营
4081,河北省石家庄市平山县平山镇杨西冶村,平山县平山镇杨西冶村,13010781.0,600001288,2015/9/29 12:34,2015/9/29 12:34,张家口银行,5,0.0,0,杨西冶村,450,2000,正式运营
4086,河北省石家庄市行唐县独羊岗乡河合村,行唐县独羊岗镇河合村,13010793.0,600002006,2015/9/29 17:14,2015/9/29 17:14,平安银行,16,0.0,0,河合村,500,2000,正式运营
4100,山东省烟台市招远市,石对头村网点,37060411.0,600006729,2015/10/10 22:49,2015/10/10 22:49,中国银行,0,0.0,\N,石对头村,1156,3160,正式运营
4138,河北省石家庄市行唐县九口子乡范家庄村,行唐县上方镇范家佐村,13010902.0,600008323,2015/10/16 11:56,2015/10/16 11:56,平安银行,1,0.0,0,范家庄村,750,3000,正式运营
4431,河北省石家庄市赵县王西章乡侯召村,赵县王西章乡侯召村,1.3e+12,1000011296,2015/11/8 0:00,2015/11/8 0:00,平安银行,5,16.39,3.278,侯召村,200,1800,正式运营
4539,河北省石家庄市无极县张段固镇耿家庄村,无极县张段固镇耿家庄村,1.3e+12,1000027091,2015/11/17 0:00,2016/3/1 0:00,张家口银行,1,11.96,11.96,耿家庄村,1000,3100,正式运营
4540,河北省石家庄市元氏县因村镇南吴会村,元氏县因村镇南吴会村电商,1.3e+12,1000027331,2015/11/26 0:00,2016/3/28 0:00,平安银行,1,0.0,0,南吴会村,500,2000,正式运营
4566,河北省石家庄市平山县上三汲乡北七汲村,平山县上三汲乡北七汲村平安,1.3e+12,1000032146,2015/11/29 0:00,2016/4/5 0:00,平安银行,1,0.0,0,北七汲村,230,1300,正式运营
4650,河北省衡水市枣强县王常乡大吕木村,枣强县王常乡大吕木村,1.31e+12,1000035944,2015/3/1 0:00,2016/2/20 0:00,中国银行,60,0.0,0,大吕木村,1200,340,正式运营
4680,河北省唐山市丰南区东田庄乡崔庄户村,丰南区东田庄乡崔庄户村,1.3e+12,1000036328,2015/12/29 0:00,2015/11/2 0:00,中国银行,311,0.0,0,崔庄户村,700,2500,正式运营
4707,贵州省贵阳市花溪区麦坪乡杉一村,观山湖杉木一村,5.2e+12,1000036823,2015/9/7 0:00,2015/9/7 0:00,贵阳银行,110,62.64,0.569455,杉木一村,\N,\N,正式运营
4834,贵州省毕节地区毕节市层台镇层台村,毕节层台村,5.22e+12,1000038023,2015/7/15 0:00,2015/7/15 0:00,贵阳银行,1,0.0,0,层台村,\N,\N,正式运营
4852,贵州省贵阳市开阳县南龙乡翁朵村,开阳南龙翁朵村,5.2e+12,1000038059,2015/7/27 0:00,2015/7/27 0:00,贵阳银行,1,0.0,0,翁朵村,\N,\N,正式运营
4854,贵州省贵阳市乌当区永乐乡罗吏村,南明罗吏村,5.2e+12,1000038063,2014/9/24 0:00,2014/9/24 0:00,贵阳银行,344,58890000.0,171191.8605,罗吏村,\N,\N,正式运营
4879,贵州省毕节地区织金县以那镇松林村,毕节以那松林村,5.22e+12,1000038121,2015/7/30 0:00,2015/7/30 0:00,贵阳银行,1,0.0,0,松林村,\N,\N,正式运营
4881,贵州省贵阳市观山湖区金华镇,观山湖下铺村,5.2e+12,1000038125,2015/6/10 0:00,2015/6/10 0:00,贵阳银行,3,0.0,0,下铺村,\N,\N,正式运营
4886,贵州省贵阳市乌当区下坝乡,乌当下坝乡,5.2e+12,1000038135,2015/7/27 0:00,2015/7/27 0:00,贵阳银行,1,0.0,0,下坝乡,\N,\N,正式运营
4895,贵州省黔东南苗族侗族自治州从江县洛香镇,凯里洛香新安村,5.23e+12,1000038153,2015/5/26 0:00,2015/5/26 0:00,贵阳银行,129,0.0,0,新安村,\N,\N,正式运营
4907,贵州省贵阳市白云区麦架镇,白云曹关村,5.2e+12,1000038177,2015/4/3 0:00,2015/4/3 0:00,贵阳银行,1,0.0,0,曹关村,\N,\N,正式运营
4916,贵州省贵阳市乌当区羊昌镇马场村,兆丰马场村,5.2e+12,1000038195,2015/5/19 0:00,2015/5/19 0:00,贵阳银行,217,90780000.0,418341.0138,马场村,\N,\N,正式运营
4917,贵州省贵阳市白云区牛场布依族乡,白云蓬莱仙界,5.2e+12,1000038197,2015/9/8 0:00,2015/9/8 0:00,贵阳银行,1,2.75,2.75,蓬莱仙界,\N,\N,正式运营
